precision,recall
0.1537,1.0
0.15371537153715373,1.0
0.15373074614922985,1.0
0.15374612383715114,1.0
0.15376150460184074,1.0
0.1537768884442221,1.0
0.15379227536521914,1.0
0.15380766536575602,1.0
0.1538230584467574,1.0
0.15383845460914825,1.0
0.15385385385385386,1.0
0.15386925618179997,1.0
0.1538846615939127,1.0
0.15379993992189847,0.9993493819128172
0.1538153414780693,0.9993493819128172
0.15383074611917877,0.9993493819128172
0.15384615384615385,0.9993493819128172
0.15386156465992187,0.9993493819128172
0.15387697856141053,0.9993493819128172
0.15389239555154793,0.9993493819128172
0.15390781563126252,0.9993493819128172
0.15392323880148312,0.9993493819128172
0.1539386650631389,0.9993493819128172
0.15395409441715946,0.9993493819128172
0.15396952686447474,0.9993493819128172
0.15398496240601503,0.9993493819128172
0.15400040104271104,0.9993493819128172
0.15401584277549382,0.9993493819128172
0.15403128760529483,0.9993493819128172
0.15404673553304582,0.9993493819128172
0.15406218655967904,0.9993493819128172
0.154077640686127,0.9993493819128172
0.15409309791332262,0.9993493819128172
0.15410855824219927,0.9993493819128172
0.15412402167369055,0.9993493819128172
0.15413948820873055,0.9993493819128172
0.15415495784825373,0.9993493819128172
0.15417043059319482,0.9993493819128172
0.15418590644448907,0.9993493819128172
0.154201385403072,0.9993493819128172
0.15421686746987953,0.9993493819128172
0.15423235264584798,0.9993493819128172
0.15424784093191404,0.9993493819128172
0.15426333232901476,0.9993493819128172
0.15427882683808758,0.9993493819128172
0.15429432446007033,0.9993493819128172
0.15430982519590114,0.9993493819128172
0.15432532904651863,0.9993493819128172
0.15434083601286175,0.9993493819128172
0.15435634609586976,0.9993493819128172
0.15437185929648242,0.9993493819128172
0.15438737561563975,0.9993493819128172
0.15440289505428226,0.9993493819128172
0.15441841761335076,0.9993493819128172
0.15443394329378646,0.9993493819128172
0.15444947209653093,0.9993493819128172
0.15446500402252614,0.9993493819128172
0.15448053907271447,0.9993493819128172
0.15449607724803863,0.9993493819128172
0.1545116185494417,0.9993493819128172
0.1545271629778672,0.9993493819128172
0.15454271053425897,0.9993493819128172
0.1545582612195613,0.9993493819128172
0.15457381503471873,0.9993493819128172
0.15458937198067632,0.9993493819128172
0.15460493205837947,0.9993493819128172
0.15462049526877392,0.9993493819128172
0.1546360616128058,0.9993493819128172
0.15465163109142166,0.9993493819128172
0.1546672037055684,0.9993493819128172
0.15468277945619335,0.9993493819128172
0.15469835834424414,0.9993493819128172
0.15471394037066882,0.9993493819128172
0.15472952553641584,0.9993493819128172
0.154745113842434,0.9993493819128172
0.15476070528967253,0.9993493819128172
0.154776299879081,0.9993493819128172
0.15479189761160939,0.9993493819128172
0.15480749848820802,0.9993493819128172
0.15482310250982764,0.9993493819128172
0.15483870967741936,0.9993493819128172
0.15485431999193466,0.9993493819128172
0.15486993345432548,0.9993493819128172
0.15488555006554403,0.9993493819128172
0.15490116982654295,0.9993493819128172
0.15491679273827533,0.9993493819128172
0.15493241880169456,0.9993493819128172
0.15494804801775447,0.9993493819128172
0.1549636803874092,0.9993493819128172
0.15497931591161335,0.9993493819128172
0.15489404641775983,0.9986987638256344
0.154909678070441,0.9986987638256344
0.15492531287848205,0.9986987638256344
0.1549409508428384,0.9986987638256344
0.15495659196446598,0.9986987638256344
0.15497223624432105,0.9986987638256344
0.15498788368336025,0.9986987638256344
0.15500353428254066,0.9986987638256344
0.15501918804281964,0.9986987638256344
0.15503484496515504,0.9986987638256344
0.15505050505050505,0.9986987638256344
0.15506616829982828,0.9986987638256344
0.15508183471408366,0.9986987638256344
0.15509750429423058,0.9986987638256344
0.1551131770412288,0.9986987638256344
0.1551288529560384,0.9986987638256344
0.15514453203961998,0.9986987638256344
0.1551602142929344,0.9986987638256344
0.15517589971694298,0.9986987638256344
0.15519158831260743,0.9986987638256344
0.1552072800808898,0.9986987638256344
0.15522297502275256,0.9986987638256344
0.15513754045307443,0.9980481457384516
0.1551532315161323,0.9980481457384516
0.15516892575359092,0.9980481457384516
0.15518462316641377,0.9980481457384516
0.15520032375556456,0.9980481457384516
0.1552160275220075,0.9980481457384516
0.15523173446670716,0.9980481457384516
0.15524744459062848,0.9980481457384516
0.15526315789473685,0.9980481457384516
0.155278874379998,0.9980481457384516
0.155294594047378,0.9980481457384516
0.15531031689784347,0.9980481457384516
0.15532604293236127,0.9980481457384516
0.15534177215189873,0.9980481457384516
0.15535750455742353,0.9980481457384516
0.15537324014990378,0.9980481457384516
0.15538897893030795,0.9980481457384516
0.15540472089960491,0.9980481457384516
0.15542046605876392,0.9980481457384516
0.15533488701996148,0.9973975276512687
0.15535062829347385,0.9973975276512687
0.15536637275767712,0.9973975276512687
0.15538212041354146,0.9973975276512687
0.15529650278763305,0.9967469095640858
0.15531224655312248,0.9967469095640858
0.1553279935111021,0.9967469095640858
0.15534374366254308,0.9967469095640858
0.155359497008417,0.9967469095640858
0.15537525354969575,0.9967469095640858
0.15539101328735166,0.9967469095640858
0.1554067762223575,0.9967469095640858
0.1554225423556863,0.9967469095640858
0.15543831168831168,0.9967469095640858
0.15545408422120752,0.9967469095640858
0.1554698599553481,0.9967469095640858
0.1554856388917081,0.9967469095640858
0.1555014210312627,0.9967469095640858
0.1555172063749873,0.9967469095640858
0.15553299492385786,0.9967469095640858
0.15554878667885064,0.9967469095640858
0.15556458164094233,0.9967469095640858
0.15558037981110998,0.9967469095640858
0.1555961811903311,0.9967469095640858
0.15561198577958354,0.9967469095640858
0.1556277935798456,0.9967469095640858
0.15554200954993397,0.996096291476903
0.1555578134525503,0.996096291476903
0.15557362056701554,0.996096291476903
0.15558943089430893,0.996096291476903
0.1556052444354101,0.996096291476903
0.15562106119129904,0.996096291476903
0.15563688116295618,0.996096291476903
0.1555510370069134,0.9954456733897202
0.15556685307574988,0.9954456733897202
0.15558267236119586,0.9954456733897202
0.1555984948642327,0.9954456733897202
0.15561432058584215,0.9954456733897202
0.1556301495270064,0.9954456733897202
0.15564598168870802,0.9954456733897202
0.15566181707193,0.9954456733897202
0.15567765567765568,0.9954456733897202
0.15569349750686884,0.9954456733897202
0.15570934256055363,0.9954456733897202
0.15572519083969466,0.9954456733897202
0.1557410423452769,0.9954456733897202
0.15575689707828566,0.9954456733897202
0.15577275503970678,0.9954456733897202
0.15578861623052642,0.9954456733897202
0.15580448065173116,0.9954456733897202
0.15582034830430797,0.9954456733897202
0.15583621918924426,0.9954456733897202
0.15585209330752775,0.9954456733897202
0.1558679706601467,0.9954456733897202
0.15588385124808965,0.9954456733897202
0.15589973507234564,0.9954456733897202
0.155915622133904,0.9954456733897202
0.15593151243375458,0.9954456733897202
0.15584547956375497,0.9947950553025374
0.15586136595310907,0.9947950553025374
0.15587725558160873,0.9947950553025374
0.1558931484502447,0.9947950553025374
0.15590904456000815,0.9947950553025374
0.15592494391189068,0.9947950553025374
0.15583885772565018,0.9941444372153546
0.1558547531619747,0.9941444372153546
0.15587065184127308,0.9941444372153546
0.15588655376453786,0.9941444372153546
0.15590245893276197,0.9941444372153546
0.15591836734693879,0.9941444372153546
0.15593427900806206,0.9941444372153546
0.15595019391712595,0.9941444372153546
0.15596611207512504,0.9941444372153546
0.1559820334830543,0.9941444372153546
0.15599795814190914,0.9941444372153546
0.15601388605268532,0.9941444372153546
0.15602981721637904,0.9941444372153546
0.15604575163398693,0.9941444372153546
0.15606168930650596,0.9941444372153546
0.1560776302349336,0.9941444372153546
0.15609357442026764,0.9941444372153546
0.15610952186350632,0.9941444372153546
0.15612547256564832,0.9941444372153546
0.15603923973022685,0.9934938191281718
0.15605518650996422,0.9934938191281718
0.15607113654946853,0.9934938191281718
0.15608708984973935,0.9934938191281718
0.15610304641177672,0.9934938191281718
0.15611900623658112,0.9934938191281718
0.15613496932515336,0.9934938191281718
0.15615093567849472,0.9934938191281718
0.1560646348946615,0.9928432010409889
0.15608059732024138,0.9928432010409889
0.15609656301145663,0.9928432010409889
0.15611253196930946,0.9928432010409889
0.15612850419480254,0.9928432010409889
0.1561444796889389,0.9928432010409889
0.15616045845272206,0.9928432010409889
0.15617644048715587,0.9928432010409889
0.15619242579324463,0.9928432010409889
0.15620841437199304,0.9928432010409889
0.15622440622440623,0.9928432010409889
0.1562404013514897,0.9928432010409889
0.15625639975424943,0.9928432010409889
0.15627240143369175,0.9928432010409889
0.15628840639082342,0.9928432010409889
0.15630441462665165,0.9928432010409889
0.15632042614218397,0.9928432010409889
0.15633644093842844,0.9928432010409889
0.15635245901639344,0.9928432010409889
0.1563684803770878,0.9928432010409889
0.1563845050215208,0.9928432010409889
0.15640053295070205,0.9928432010409889
0.15641656416564165,0.9928432010409889
0.15643259866735007,0.9928432010409889
0.1564486364568382,0.9928432010409889
0.1564646775351174,0.9928432010409889
0.15648072190319934,0.9928432010409889
0.15649676956209618,0.9928432010409889
0.1565128205128205,0.9928432010409889
0.15652887475638527,0.9928432010409889
0.15654493229380387,0.9928432010409889
0.1565609931260901,0.9928432010409889
0.15657705725425816,0.9928432010409889
0.15659312467932274,0.9928432010409889
0.15660919540229884,0.9928432010409889
0.156625269424202,0.9928432010409889
0.15664134674604804,0.9928432010409889
0.1566574273688533,0.9928432010409889
0.1566735112936345,0.9928432010409889
0.15668959852140876,0.9928432010409889
0.15670568905319368,0.9928432010409889
0.15672178289000718,0.9928432010409889
0.1567378800328677,0.9928432010409889
0.15675398048279404,0.9928432010409889
0.15677008424080544,0.9928432010409889
0.1567861913079215,0.9928432010409889
0.15680230168516235,0.9928432010409889
0.15681841537354846,0.9928432010409889
0.15673175745118192,0.9921925829538061
0.1567478672011512,0.9921925829538061
0.15676398026315788,0.9921925829538061
0.1567800966382235,0.9921925829538061
0.15679621632736992,0.9921925829538061
0.15681233933161953,0.9921925829538061
0.15682846565199507,0.9921925829538061
0.1568445952895197,0.9921925829538061
0.15686072824521705,0.9921925829538061
0.1568768645201111,0.9921925829538061
0.15689300411522633,0.9921925829538061
0.15690914703158762,0.9921925829538061
0.1569252932702202,0.9921925829538061
0.15694144283214984,0.9921925829538061
0.15695759571840265,0.9921925829538061
0.15697375193000515,0.9921925829538061
0.15698991146798436,0.9921925829538061
0.1569031195305261,0.9915419648666233
0.1569192751235585,0.9915419648666233
0.15693543404386778,0.9915419648666233
0.15695159629248198,0.9915419648666233
0.1569677618704295,0.9915419648666233
0.15698393077873918,0.9915419648666233
0.1570001030184403,0.9915419648666233
0.15701627859056255,0.9915419648666233
0.157032457496136,0.9915419648666233
0.15704863973619126,0.9915419648666233
0.15706482531175925,0.9915419648666233
0.15708101422387136,0.9915419648666233
0.15709720647355943,0.9915419648666233
0.15711340206185567,0.9915419648666233
0.15712960098979276,0.9915419648666233
0.1571458032584038,0.9915419648666233
0.15716200886872228,0.9915419648666233
0.15717821782178218,0.9915419648666233
0.15719443011861783,0.9915419648666233
0.15721064576026408,0.9915419648666233
0.1572268647477561,0.9915419648666233
0.15724308708212958,0.9915419648666233
0.1572593127644206,0.9915419648666233
0.15727554179566564,0.9915419648666233
0.15729177417690163,0.9915419648666233
0.157308009909166,0.9915419648666233
0.15732424899349645,0.9915419648666233
0.15734049143093123,0.9915419648666233
0.15735673722250904,0.9915419648666233
0.15737298636926889,0.9915419648666233
0.15738923887225034,0.9915419648666233
0.1574054947324933,0.9915419648666233
0.1574217539510381,0.9915419648666233
0.1574380165289256,0.9915419648666233
0.15745428246719703,0.9915419648666233
0.15747055176689398,0.9915419648666233
0.1574868244290586,0.9915419648666233
0.15739975196362133,0.9908913467794405
0.15741602067183463,0.9908913467794405
0.157432292743436,0.9908913467794405
0.15744856817946862,0.9908913467794405
0.15746484698097601,0.9908913467794405
0.15748112914900217,0.9908913467794405
0.15749741468459152,0.9908913467794405
0.1575137035887889,0.9908913467794405
0.15752999586263963,0.9908913467794405
0.1575462915071894,0.9908913467794405
0.15756259052348437,0.9908913467794405
0.15757889291257113,0.9908913467794405
